id,plate,lat,lon,energyLevel,retrieved_datestamp,retrieved_timestamp
1ac622ce-1164-4afa-a2d9-190484a3c78e,TK1 74H,49.273047,-123.098605,50,2024/11/20,07:25:02
1b2f37a8-f712-4d38-8819-00f5c6520f74,SP5 84X,49.269499,-123.075557,73,2024/11/20,07:25:02
1b6f4793-bf90-4c91-975f-c39eadb857bc,HG1 16M,49.319008,-123.084006,97,2024/11/20,07:25:02
1c060413-ae60-4ebf-af13-bef487349fc5,SV7 27F,48.467777,-123.333619,22,2024/11/20,07:25:02
1c1a10bd-8c17-4953-a686-181ce8e5635f,HG1 54M,49.21663,-122.916147,97,2024/11/20,07:25:02
1cf82e4f-4ef6-4a4b-b98e-d5a1df776efd,SP5 33X,49.261067,-123.055576,74,2024/11/20,07:25:02
1d4ad80c-a852-4c17-8fca-d25470f32e1f,VG5 19K,49.287277,-123.115798,73,2024/11/20,07:25:02
1d715f45-b393-465a-bf87-f78fb29728f1,VG5 68K,49.19195,-123.152367,79,2024/11/20,07:25:02
1d91aaf9-162b-4ac6-be5d-afffd20462a8,HE3 42J,49.216138,-123.115444,79,2024/11/20,07:25:02
1dbb9498-0b91-4774-9046-81f6cebe3c43,EV0 53X,49.283918,-123.088627,94,2024/11/20,07:25:02
1dde1893-984c-417b-8f7c-ba35de3a49d2,EB0213,49.278957,-122.920605,89,2024/11/20,07:25:02
1e6bde3a-5136-499f-8e25-a851dddc0f76,SP5 48X,49.282118,-123.090944,76,2024/11/20,07:25:02
1e7f557b-a4a5-41c8-9de9-c261b331f8b9,EB0311,49.682987,-125.002979,96,2024/11/20,07:25:02
1ecc64ea-cb7b-46ed-8d35-2037faf33b83,CR2 69N,49.277078,-123.128398,97,2024/11/20,07:25:02
1ef79e2a-57e2-467d-a052-b4bd26c2e6e9,SP6 19X,49.247466,-123.045926,90,2024/11/20,07:25:02
1efe7185-185b-4ce8-a6f1-729b2c1f255b,EV0 49W,49.227976,-122.894507,71,2024/11/20,07:25:02
1f4ce221-6a68-4770-b477-029796a617ad,EB0344,49.705688,-124.908807,85,2024/11/20,07:25:02
20c6762a-dbd0-424d-87bf-479594af2846,EB0315,49.678312,-124.981043,75,2024/11/20,07:25:02
20d5cefa-4500-4343-85c3-36ed4c8d7283,EV0 47B,49.31256,-123.061993,60,2024/11/20,07:25:02
20e8dad4-5d03-4289-b650-57aea7627650,EV0 66V,49.211261,-122.902402,96,2024/11/20,07:25:02
20ec1622-0d78-467f-8658-475089b63afc,EV0 14C,49.318956,-123.102249,25,2024/11/20,07:25:02
2199f12e-535d-45a6-8117-1fcd8c586f8a,VG5 38K,49.219198,-123.098769,78,2024/11/20,07:25:02
21a7c942-5d1d-4588-8f38-879c7825735a,TK2 50H,48.431247,-123.322409,35,2024/11/20,07:25:02
21b97867-e79e-4fe0-a8d1-8430ec8a7e0a,EB0347,49.175916,-123.948031,91,2024/11/20,07:25:02
21d9bbae-6ac9-433a-bf07-0bb997ad77ca,SV7 67F,48.432339,-123.329797,65,2024/11/20,07:25:02
22917840-c5c9-4494-83be-7c9541c3fe64,HM7 78D,49.230266,-123.0608,16,2024/11/20,07:25:02
229e49c7-04d7-4957-8747-b579765d55e8,HM7 96D,49.191648,-123.153446,93,2024/11/20,07:25:02
2336e7dc-d9b3-4840-a0da-4d0f34d4a208,EV0 03B,49.204055,-122.906436,96,2024/11/20,07:25:02
23b51031-0950-4b6c-9e3a-04216dc1b578,SV7 58F,49.283787,-123.095426,71,2024/11/20,07:25:02
23b9d6f2-11f8-4559-983b-a267ac536dd8,SV6 69F,48.463529,-123.328143,58,2024/11/20,07:25:02
23d02c87-7890-4a42-93c8-e3742a8d90f5,VG5 64K,49.244804,-122.893099,94,2024/11/20,07:25:02
23e233f4-44a5-4715-b2e4-a4ce14c0e310,HE3 01J,49.284787,-123.095629,72,2024/11/20,07:25:02
2434ad49-1d88-4c9b-88de-ff36e2eb127d,NS5 26G,49.265693,-123.214336,52,2024/11/20,07:25:02
24b8af18-ce12-432b-99b4-69c2a050f564,VS7 34B,49.201928,-122.919933,58,2024/11/20,07:25:02
24bd8eea-26e6-4d46-8edb-bd69733528c6,HG2 32M,49.27153,-123.014413,58,2024/11/20,07:25:02
25051756-7ce0-43a2-819e-b93235875c5a,HE3 02J,49.24624,-123.124083,45,2024/11/20,07:25:02
254e372c-39f9-40ca-8be0-f19ea0447e7c,EB0319,49.678267,-124.980997,100,2024/11/20,07:25:02
2553b20c-33e9-4e91-be7e-a61b04c21a08,ST1 71E,49.259222,-123.054093,93,2024/11/20,07:25:02
259b89e8-abe0-4417-bfd3-8d7d121c36d0,EV0 05W,49.202248,-122.915901,30,2024/11/20,07:25:02
25bbd255-d10d-4dbc-82d9-c74d89b47fc6,EB0551,49.690343,-124.997944,78,2024/11/20,07:25:02
261eb6e2-abe8-494c-85bb-8eed0a58c7a6,CR2 47N,49.261084,-123.055129,39,2024/11/20,07:25:02
2682458d-043d-4b61-8f3b-6cd8a55f4a52,SV7 59F,49.219985,-123.090138,50,2024/11/20,07:25:02
26dd8f67-e360-480d-98f9-e34fe3799e08,HE3 15J,49.24784,-123.096905,96,2024/11/20,07:25:02
26f8fff2-3694-44e6-af20-f2ebffd017ea,SV6 98F,49.225742,-123.117376,91,2024/11/20,07:25:02
2730455e-de7d-4303-8a18-e43f6265207e,NX9 85B,49.240448,-123.167706,93,2024/11/20,07:25:02
27556b11-d7ad-4b79-8fa2-dc331b6e2ff7,NX0 14C,49.26513,-123.249971,86,2024/11/20,07:25:02
27b722e6-ea6e-4952-b62d-1802d26b7e9b,EV0 18W,49.234159,-123.122435,97,2024/11/20,07:25:02
27cdad6c-285f-41db-b12d-4136e8befa26,HG1 48M,49.244128,-123.151501,69,2024/11/20,07:25:02
28a64a40-2bfa-475d-8d69-e03a00aefd39,EB0483,49.165343,-123.941388,88,2024/11/20,07:25:02
28d0c572-0e61-4fe1-aeb5-510b2e04a14b,NS6 14G,49.222906,-123.039846,44,2024/11/20,07:25:02
28d4f8c3-a70d-43e2-942c-971c3a27e08a,ST1 63E,49.209642,-122.917824,94,2024/11/20,07:25:02
291bc185-76b1-4bfc-bf29-9ed770d2bb67,EB0536,49.280168,-122.925135,65,2024/11/20,07:25:02
29260d5b-c162-4fc5-a019-0066a44636fa,NX0 00C,49.269161,-123.059999,76,2024/11/20,07:25:02
29899410-b5d3-4d96-9b6d-1d4186600cd4,EV0 18A,49.251526,-123.034863,45,2024/11/20,07:25:02
29b78950-85e9-4bcc-b345-5d1157de5a8f,EB0417,49.691378,-124.997023,86,2024/11/20,07:25:02
29eff966-15c1-44d6-8e8f-f6335288b341,CR2 79N,49.213141,-123.139445,57,2024/11/20,07:25:02
2acef092-c6ef-4fc9-961c-642de9501635,NS5 00G,49.270262,-123.176554,96,2024/11/20,07:25:02
2b2df6d6-a6bf-47d3-81a6-b72663e8e15c,EB0264,49.682011,-124.984491,76,2024/11/20,07:25:02
2c175ade-d481-48dc-b81a-24a94834a54e,NG5 68H,49.253866,-122.896397,92,2024/11/20,07:25:02
2c53deb6-d0a6-48cd-a67c-1a4273ada647,EV0 73V,49.269713,-123.103521,14,2024/11/20,07:25:02
2d078745-8efc-45a9-ad79-ae40d3069288,SV7 19F,49.211041,-122.902074,70,2024/11/20,07:25:02
2d6ecd8e-69f9-4796-84e1-88fe9562e221,NG5 58H,49.273715,-123.09303,22,2024/11/20,07:25:02
2daa9312-45c9-4a3e-9198-4cc1ef1a4c6c,EB0203,49.278291,-122.909945,70,2024/11/20,07:25:02
2e25f173-2744-4809-bef4-da55d0ac876a,VG3 81K,49.249766,-123.162202,88,2024/11/20,07:25:02
2e6e09b4-fb13-495a-8c3b-7c6401dc7634,SP5 88X,49.191926,-123.152294,25,2024/11/20,07:25:02
2eed5b84-2349-48f6-b199-0348ccf0f1bd,NG5 26H,49.215478,-123.051674,84,2024/11/20,07:25:02
2efe1753-9403-485a-a379-2f0f4c76462c,VS7 71B,49.282949,-123.113781,68,2024/11/20,07:25:02
300dd423-57f4-477f-9eb3-0d7468716d26,CR2 70N,49.219076,-123.089624,90,2024/11/20,07:25:02
304c5fa8-7638-4436-82d1-ad4ee0831b83,EV0 10C,49.254342,-123.043738,64,2024/11/20,07:25:02
30680135-44e6-4064-b470-49561709385e,SP5 29X,49.253482,-123.125875,43,2024/11/20,07:25:02
306cd460-e033-444a-b480-8e0b491acdac,SV6 41F,49.28791,-123.11689,85,2024/11/20,07:25:02
309575d7-2142-4218-8f34-70c2ccd7f3e2,ST1 52E,49.249411,-123.118387,91,2024/11/20,07:25:02
3099dc07-b159-45bd-8368-d0b20c8da2eb,EB0378,49.167264,-123.935704,62,2024/11/20,07:25:02
30dcf74e-58d6-4b24-bb8d-81f224765ff2,EV0 76V,49.309326,-123.004717,50,2024/11/20,07:25:02
313f1eb1-8cab-40f0-b708-094ca8894d28,DN7 74K,49.242421,-123.040151,96,2024/11/20,07:25:02
32152f02-ecb9-4873-993b-38f795253125,DN8 28K,49.207171,-122.905695,57,2024/11/20,07:25:02
32d9a2dd-519f-4918-acbf-924e8de307ba,SP6 09X,49.248807,-123.05491,25,2024/11/20,07:25:02
3304f3ce-e550-475f-830a-53682d6dba49,SP5 92X,49.327824,-123.069878,75,2024/11/20,07:25:02
335df1b9-9822-4eac-a173-9e363239ce57,EF9 05D,49.325995,-123.136473,82,2024/11/20,07:25:02
337342db-9a64-4649-a56c-d36f49bdeaf4,EB0295,49.689544,-124.995791,75,2024/11/20,07:25:02
3414dc23-49d1-4d78-8d09-e28ad494a73a,EB0259,49.162378,-123.962723,89,2024/11/20,07:25:02
342bb88b-dc58-488f-8b41-2f91174a4785,VN8 36R,49.263115,-123.070539,77,2024/11/20,07:25:02
347cc8ac-afcf-4f7f-b0cb-245ec529db46,SV6 26F,49.280332,-123.098492,34,2024/11/20,07:25:02
3533d5b7-8a1c-4067-8f3c-2c24d3e685eb,HM8 16D,49.267808,-123.109338,39,2024/11/20,07:25:02
35a0bdcd-1049-4f6f-ad0b-b5f9ef62cc88,NG5 27H,49.287704,-123.124894,15,2024/11/20,07:25:02
35cdbea1-05f4-40e4-b500-ef506b352bdd,TK1 58H,49.325167,-123.08052,61,2024/11/20,07:25:02
3606417c-6ecb-4a93-a985-370ed1302839,TK1 62H,49.2249,-122.892813,40,2024/11/20,07:25:02
367310ab-9a8c-4e82-8026-4b5c6f66b8bf,TK1 86H,49.240345,-123.083589,51,2024/11/20,07:25:02
36b3a2a4-838b-47ef-81a1-bfaad2c65a75,DN8 09K,49.27296,-123.088635,97,2024/11/20,07:25:02
36b95728-22e8-4561-83e9-365acbc56c16,NS5 65G,49.242477,-123.033318,58,2024/11/20,07:25:02
36bf3954-d7f5-4b30-887f-2fae4de81720,DN6 95K,49.321885,-123.067926,55,2024/11/20,07:25:02
36cf0aad-74c2-4276-9e7d-600799b48471,ST1 73E,49.288275,-123.123852,60,2024/11/20,07:25:02
36f6957e-572e-4ea2-9f9a-b90ca6e7e1db,HT6 34P,49.23559,-123.106816,97,2024/11/20,07:25:02
3730ff83-b9a1-4462-8572-e2d577bcdbf2,HG2 40M,49.287715,-123.123622,88,2024/11/20,07:25:02
37387898-5975-471a-8788-e0d7f252be7f,NX9 63B,49.233872,-123.06345,92,2024/11/20,07:25:02
377064fb-1a1e-44e2-a139-0f0b7d22f266,EB0254,49.69203,-124.998657,78,2024/11/20,07:25:02
37bfa4b2-4804-4edd-8f0e-f811a8d564e9,NS5 50G,49.226858,-123.045018,75,2024/11/20,07:25:02
37d5619a-05c3-401c-9d60-9a9f94974290,EV0 81W,48.463635,-123.344003,71,2024/11/20,07:25:02
37db2d16-e8af-45de-b041-c6c95dba5bf5,NS5 15G,49.255379,-123.08137,84,2024/11/20,07:25:02
38678cbb-d30e-48ce-9f66-a9bea6841516,EV0 15X,49.25985,-123.027803,97,2024/11/20,07:25:02
3918b79b-6dcc-4d8b-bdae-9724caebf8b1,NG3 68H,49.328106,-123.06588,52,2024/11/20,07:25:02
3958543b-2f10-4936-a871-9a8abd1970f2,SV7 32F,49.216908,-123.056787,80,2024/11/20,07:25:02
399c6e8f-6e8d-4537-87bb-66f7b54c1a51,SP5 99X,49.23592,-123.056371,80,2024/11/20,07:25:02
3a4de612-5a87-4493-ad3a-e631e30b388e,DN7 91K,49.260152,-123.24948,97,2024/11/20,07:25:02
3a9c3fba-3a58-409e-a786-f14bc4a25c22,HG1 51M,49.23697,-123.025434,97,2024/11/20,07:25:02
3aaf6d8f-c800-4bb1-a513-d1dd00bfaa27,NX0 31C,49.28279,-123.113818,33,2024/11/20,07:25:02
3ac93c16-3de8-40fa-89de-67db85f2cce0,NX9 60B,49.230374,-123.04937,73,2024/11/20,07:25:02
3acb5a4f-7a82-4704-abc1-120abe9c03eb,EB0292,49.682017,-124.984471,97,2024/11/20,07:25:02
3ae034fc-e0fe-4078-8340-62881202e00d,TK1 99H,49.273802,-123.214385,36,2024/11/20,07:25:02
3b9a7a28-3630-426a-a7f8-a3405961eba0,TK1 60H,48.451387,-123.35233,52,2024/11/20,07:25:02
3ba2668f-18a7-42b9-8695-028b3a19203a,HM8 03D,49.216064,-122.910694,76,2024/11/20,07:25:02
3bab04d0-470e-4630-8003-8f04502fedec,WA1 60N,49.281599,-123.115549,46,2024/11/20,07:25:02
