longitude,latitude,label
-123.26723,49.30727388333334,8339
-123.26723,49.31150430666667,10202
-123.26723,49.31573473,11637
-123.26723,49.319965153333335,13197
-123.26723,49.32419557666667,14467
-123.26723,49.328426,16140
